target_multiplier,stop_loss_level,fixed_stop_pips,total_trades,win_rate,total_pips,avg_win,avg_loss,risk_reward,score
0.5,fixed_pips,20,894,62.52796420581655,994.5499999999998,13.013327370304125,-18.74597014925375,0.694193326175875,628.8138012707072
0.5,fixed_pips,15,894,56.711409395973156,961.5999999997982,13.032741617357011,-14.58914728682224,0.8933175710090292,554.2700884616537
0.5,range_opposite,25,894,66.2192393736018,780.1500000000673,13.284881756756779,-23.458609271522995,0.5663115661713005,522.272511634912
0.5,range_opposite,15,894,66.2192393736018,780.1500000000673,13.284881756756779,-23.458609271522995,0.5663115661713005,522.272511634912
0.5,range_opposite,30,894,66.2192393736018,780.1500000000673,13.284881756756779,-23.458609271522995,0.5663115661713005,522.272511634912
0.5,range_opposite,20,894,66.2192393736018,780.1500000000673,13.284881756756779,-23.458609271522995,0.5663115661713005,522.272511634912
0.5,range_opposite,10,894,66.2192393736018,780.1500000000673,13.284881756756779,-23.458609271522995,0.5663115661713005,522.272511634912
0.5,fixed_pips,25,894,65.32438478747203,788.1500000001573,13.091010273972616,-22.119354838709196,0.5918350860334839,520.7724895628984
0.5,fixed_pips,30,894,67.4496644295302,729.3000000002412,13.071144278606974,-24.57938144329816,0.5317930521872822,497.22833320659925
0.3,fixed_pips,20,894,73.04250559284117,544.8199999999892,7.982725880551296,-19.368879668049825,0.41214184905693335,402.07159746147875
0.5,range_mid,25,894,53.24384787472036,722.2500000000432,13.717752100840366,-13.89330143540663,0.9873644622638876,394.42733589782966
0.5,range_mid,30,894,53.24384787472036,722.2500000000432,13.717752100840366,-13.89330143540663,0.9873644622638876,394.42733589782966
0.5,range_mid,15,894,53.24384787472036,722.2500000000432,13.717752100840366,-13.89330143540663,0.9873644622638876,394.42733589782966
0.5,range_mid,10,894,53.24384787472036,722.2500000000432,13.717752100840366,-13.89330143540663,0.9873644622638876,394.42733589782966
0.5,range_mid,20,894,53.24384787472036,722.2500000000432,13.717752100840366,-13.89330143540663,0.9873644622638876,394.42733589782966
0.3,fixed_pips,15,894,67.89709172259508,560.6799999998468,7.936375617792421,-14.831707317073702,0.5350952151446762,386.03636602158883
0.75,fixed_pips,15,894,46.42058165548099,763.3749999997308,18.43680722891561,-14.379749478079848,1.2821368868087895,367.1844840804909
1.25,fixed_pips,15,894,37.58389261744966,840.5999999997161,26.214880952380966,-14.278853046595497,1.8359234363457066,334.2894357056323
2.0,fixed_pips,20,894,40.044742729306485,761.0000000000227,29.086592178771035,-18.00746268656718,1.615252114361921,320.89301331365067
1.0,fixed_pips,15,894,40.604026845637584,730.4999999997128,22.886776859504096,-14.270056497175656,1.6038322528038953,312.65073863530495
0.75,fixed_pips,20,894,51.90156599552572,568.6499999999799,18.235021551724113,-18.354418604651187,0.9934949150120823,305.0732041836674
1.25,fixed_pips,20,894,43.17673378076063,653.5000000000102,25.517616580310936,-18.102952755905534,1.4095831174274371,296.2557864315495
0.3,range_opposite,25,894,76.7337807606264,364.48000000002713,8.15857142857142,-25.1552884615383,0.3243282795602061,282.922566911954
0.3,range_opposite,30,894,76.7337807606264,364.48000000002713,8.15857142857142,-25.1552884615383,0.3243282795602061,282.922566911954
0.3,range_opposite,10,894,76.7337807606264,364.48000000002713,8.15857142857142,-25.1552884615383,0.3243282795602061,282.922566911954
0.3,range_opposite,20,894,76.7337807606264,364.48000000002713,8.15857142857142,-25.1552884615383,0.3243282795602061,282.922566911954
0.3,range_opposite,15,894,76.7337807606264,364.48000000002713,8.15857142857142,-25.1552884615383,0.3243282795602061,282.922566911954
1.0,fixed_pips,20,894,46.19686800894854,514.5999999999864,22.311380145278452,-18.087318087318117,1.2335372241240135,250.06445501528304
1.5,fixed_pips,15,894,35.682326621923934,645.0499999997219,27.798275862069023,-14.300173913043992,1.943911733598754,249.60796521060863
2.0,fixed_pips,25,894,43.624161073825505,534.7000000002502,28.4428205128206,-20.94841269841227,1.3577554023926763,246.83594328578084
1.5,fixed_pips,20,894,41.61073825503356,555.9500000000207,26.85094086021514,-18.070114942528757,1.4859308280889985,246.1942076097577
2.0,fixed_pips,30,894,46.085011185682326,490.9000000003854,28.086165048543776,-22.988796680497202,1.2217327178490809,238.44864708918297
2.0,range_opposite,10,894,44.183445190156604,508.9000000001208,28.859746835443136,-21.825050100200233,1.3223221345630891,238.07277391839122
2.0,range_opposite,25,894,44.183445190156604,508.9000000001208,28.859746835443136,-21.825050100200233,1.3223221345630891,238.07277391839122
2.0,range_opposite,20,894,44.183445190156604,508.9000000001208,28.859746835443136,-21.825050100200233,1.3223221345630891,238.07277391839122
2.0,range_opposite,15,894,44.183445190156604,508.9000000001208,28.859746835443136,-21.825050100200233,1.3223221345630891,238.07277391839122
2.0,range_opposite,30,894,44.183445190156604,508.9000000001208,28.859746835443136,-21.825050100200233,1.3223221345630891,238.07277391839122
0.75,range_opposite,30,894,56.04026845637584,409.375000000064,18.592964071856276,-22.66081424936369,0.8204896729330176,237.61974572265467
0.75,range_opposite,10,894,56.04026845637584,409.375000000064,18.592964071856276,-22.66081424936369,0.8204896729330176,237.61974572265467
0.75,range_opposite,20,894,56.04026845637584,409.375000000064,18.592964071856276,-22.66081424936369,0.8204896729330176,237.61974572265467
0.75,range_opposite,25,894,56.04026845637584,409.375000000064,18.592964071856276,-22.66081424936369,0.8204896729330176,237.61974572265467
0.75,range_opposite,15,894,56.04026845637584,409.375000000064,18.592964071856276,-22.66081424936369,0.8204896729330176,237.61974572265467
2.0,fixed_pips,15,894,33.78076062639821,589.0999999997193,29.930463576159013,-14.273479729730235,2.096928299398278,219.97174384399983
0.3,fixed_pips,30,894,77.2930648769575,260.70000000017353,8.058465991316924,-26.14630541871833,0.3082066801509864,204.5850869358722
0.3,range_mid,30,894,64.87695749440716,300.77000000001686,8.286327586206895,-14.348089171974468,0.5775213331118848,200.90563838705822
0.3,range_mid,10,894,64.87695749440716,300.77000000001686,8.286327586206895,-14.348089171974468,0.5775213331118848,200.90563838705822
0.3,range_mid,15,894,64.87695749440716,300.77000000001686,8.286327586206895,-14.348089171974468,0.5775213331118848,200.90563838705822
0.3,range_mid,20,894,64.87695749440716,300.77000000001686,8.286327586206895,-14.348089171974468,0.5775213331118848,200.90563838705822
0.3,range_mid,25,894,64.87695749440716,300.77000000001686,8.286327586206895,-14.348089171974468,0.5775213331118848,200.90563838705822
0.3,fixed_pips,25,894,75.27964205816555,260.01000000010936,8.026463595839521,-23.266063348415784,0.34498589106549704,199.18445622617355
1.25,fixed_pips,25,894,46.644295302013425,382.4750000002234,25.123681055155924,-21.16163522012536,1.1872277729871528,190.27504618635157
0.75,fixed_pips,25,894,55.033557046979865,319.57500000017643,18.321290650406493,-21.628109452735856,0.8471055082481531,184.34454501546455
0.5,fixed_pips,10,894,45.07829977628635,364.20000000053176,13.012406947890867,-9.938492871689382,1.3092937848713242,177.26810563418783
1.0,range_opposite,30,894,50.44742729306487,328.1000000000789,22.547671840354788,-22.21422121896147,1.0150106824860776,175.66811577344646
1.0,range_opposite,15,894,50.44742729306487,328.1000000000789,22.547671840354788,-22.21422121896147,1.0150106824860776,175.66811577344646
1.0,range_opposite,25,894,50.44742729306487,328.1000000000789,22.547671840354788,-22.21422121896147,1.0150106824860776,175.66811577344646
1.0,range_opposite,10,894,50.44742729306487,328.1000000000789,22.547671840354788,-22.21422121896147,1.0150106824860776,175.66811577344646
1.0,range_opposite,20,894,50.44742729306487,328.1000000000789,22.547671840354788,-22.21422121896147,1.0150106824860776,175.66811577344646
1.0,fixed_pips,25,894,49.664429530201346,326.00000000019617,22.227927927927944,-21.207111111110688,1.0481355905322924,172.3873961738767
0.75,range_mid,25,894,43.064876957494405,347.22500000001327,19.411363636363593,-14.000294695481275,1.3864967887160826,163.39698690282648
0.75,range_mid,10,894,43.064876957494405,347.22500000001327,19.411363636363593,-14.000294695481275,1.3864967887160826,163.39698690282648
0.75,range_mid,15,894,43.064876957494405,347.22500000001327,19.411363636363593,-14.000294695481275,1.3864967887160826,163.39698690282648
0.75,range_mid,30,894,43.064876957494405,347.22500000001327,19.411363636363593,-14.000294695481275,1.3864967887160826,163.39698690282648
0.75,range_mid,20,894,43.064876957494405,347.22500000001327,19.411363636363593,-14.000294695481275,1.3864967887160826,163.39698690282648
1.5,fixed_pips,25,894,45.302013422818796,329.10000000024024,26.241234567901305,-21.060531697341084,1.2459910768166547,161.54883694277203
1.0,fixed_pips,10,894,30.98434004474273,426.30000000062915,23.56353790613717,-9.88784440842685,2.3830813808169653,155.91705541910284
1.25,range_opposite,15,894,47.20357941834452,298.2250000001019,25.4287322274882,-22.103177966101526,1.1504559329200037,152.2774340496061
1.25,range_opposite,30,894,47.20357941834452,298.2250000001019,25.4287322274882,-22.103177966101526,1.1504559329200037,152.2774340496061
1.25,range_opposite,10,894,47.20357941834452,298.2250000001019,25.4287322274882,-22.103177966101526,1.1504559329200037,152.2774340496061
1.25,range_opposite,20,894,47.20357941834452,298.2250000001019,25.4287322274882,-22.103177966101526,1.1504559329200037,152.2774340496061
1.25,range_opposite,25,894,47.20357941834452,298.2250000001019,25.4287322274882,-22.103177966101526,1.1504559329200037,152.2774340496061
1.25,fixed_pips,10,894,28.187919463087248,443.2500000006749,26.96051587301593,-9.8922118380052,2.7254284799518214,152.19723781984266
0.75,fixed_pips,30,894,57.27069351230425,214.85000000028253,18.18095703124998,-23.805759162302902,0.7637209511906701,130.6832945232542
1.0,fixed_pips,30,894,52.013422818791945,225.60000000031533,21.97978494623657,-23.298368298367574,0.943404476431794,126.77632664367658
1.25,range_mid,30,894,34.34004474272931,302.00000000006423,27.376710097719922,-13.803492333901108,1.983317658711865,123.54011171018323
1.25,range_mid,10,894,34.34004474272931,302.00000000006423,27.376710097719922,-13.803492333901108,1.983317658711865,123.54011171018323
1.25,range_mid,25,894,34.34004474272931,302.00000000006423,27.376710097719922,-13.803492333901108,1.983317658711865,123.54011171018323
1.25,range_mid,20,894,34.34004474272931,302.00000000006423,27.376710097719922,-13.803492333901108,1.983317658711865,123.54011171018323
1.25,range_mid,15,894,34.34004474272931,302.00000000006423,27.376710097719922,-13.803492333901108,1.983317658711865,123.54011171018323
0.75,fixed_pips,10,894,35.90604026845637,267.97500000057335,18.525778816199317,-9.910645724257256,1.8692807039662105,114.91201844926394
1.5,range_opposite,20,894,45.52572706935123,204.75000000011363,26.779238329238417,-21.959753593429,1.2194689806196892,105.40861598074525
1.5,range_opposite,30,894,45.52572706935123,204.75000000011363,26.779238329238417,-21.959753593429,1.2194689806196892,105.40861598074525
1.5,range_opposite,25,894,45.52572706935123,204.75000000011363,26.779238329238417,-21.959753593429,1.2194689806196892,105.40861598074525
1.5,range_opposite,15,894,45.52572706935123,204.75000000011363,26.779238329238417,-21.959753593429,1.2194689806196892,105.40861598074525
1.5,range_opposite,10,894,45.52572706935123,204.75000000011363,26.779238329238417,-21.959753593429,1.2194689806196892,105.40861598074525
1.25,fixed_pips,30,894,48.88143176733781,185.95000000035293,24.768306636155653,-23.277461706782645,1.0640467138622165,101.53548951015935
1.5,fixed_pips,30,894,47.651006711409394,189.10000000036928,25.89530516431931,-23.167307692306967,1.1177520283428624,101.28557397487975
1.0,range_mid,20,894,37.24832214765101,179.75000000004275,23.962462462462458,-13.90329768270937,1.7235092716358233,84.18895177677685
1.0,range_mid,25,894,37.24832214765101,179.75000000004275,23.962462462462458,-13.90329768270937,1.7235092716358233,84.18895177677685
1.0,range_mid,30,894,37.24832214765101,179.75000000004275,23.962462462462458,-13.90329768270937,1.7235092716358233,84.18895177677685
1.0,range_mid,15,894,37.24832214765101,179.75000000004275,23.962462462462458,-13.90329768270937,1.7235092716358233,84.18895177677685
1.0,range_mid,10,894,37.24832214765101,179.75000000004275,23.962462462462458,-13.90329768270937,1.7235092716358233,84.18895177677685
0.3,fixed_pips,10,894,56.711409395973156,129.65000000039979,7.852958579881651,-9.952971576226346,0.7890064308672615,81.41640659077855
1.5,range_mid,15,894,32.32662192393736,55.45000000007224,28.902249134948168,-13.71454545454537,2.107415752912845,38.99926938597507
1.5,range_mid,10,894,32.32662192393736,55.45000000007224,28.902249134948168,-13.71454545454537,2.107415752912845,38.99926938597507
1.5,range_mid,25,894,32.32662192393736,55.45000000007224,28.902249134948168,-13.71454545454537,2.107415752912845,38.99926938597507
1.5,range_mid,30,894,32.32662192393736,55.45000000007224,28.902249134948168,-13.71454545454537,2.107415752912845,38.99926938597507
1.5,range_mid,20,894,32.32662192393736,55.45000000007224,28.902249134948168,-13.71454545454537,2.107415752912845,38.99926938597507
2.0,range_mid,25,894,30.760626398210288,43.35000000007312,30.89163636363642,-13.654038772213157,2.2624541265037914,35.95927280868457
2.0,range_mid,15,894,30.760626398210288,43.35000000007312,30.89163636363642,-13.654038772213157,2.2624541265037914,35.95927280868457
2.0,range_mid,10,894,30.760626398210288,43.35000000007312,30.89163636363642,-13.654038772213157,2.2624541265037914,35.95927280868457
2.0,range_mid,20,894,30.760626398210288,43.35000000007312,30.89163636363642,-13.654038772213157,2.2624541265037914,35.95927280868457
2.0,range_mid,30,894,30.760626398210288,43.35000000007312,30.89163636363642,-13.654038772213157,2.2624541265037914,35.95927280868457
1.5,fixed_pips,10,894,25.838926174496645,-21.299999999305385,28.30952380952386,-9.895625942683736,2.860811834793969,23.10442707295139
2.0,fixed_pips,10,894,24.384787472035793,-35.09999999927709,30.486697247706548,-9.883431952661692,3.08462661489729,22.28720574646462
